market,commodity,date,price_per_kg,expected_price,flagged
Mandera,Maize (white),2013-06-15,78.0,80.0,False
Kitui,Maize (white),2013-06-15,33.0,31.0,False
Kitui,Beans (dry),2013-07-15,71.0,75.0,False
Mandera,Maize (white),2013-07-15,83.0,78.0,False
Nairobi,Bread,2013-07-15,112.5,110.0,False
Kitui,Maize (white),2013-07-15,32.0,33.0,False
Marsabit,Maize (white),2013-07-15,50.5,45.0,False
Nairobi,Bread,2013-08-15,115.0,112.5,False
Marsabit,Maize (white),2013-08-15,50.4,50.5,False
Kitui,Beans (dry),2013-08-15,74.0,71.0,False
Mandera,Maize (white),2013-08-15,76.0,83.0,False
Kitui,Maize (white),2013-08-15,33.0,32.0,False
Marsabit,Maize (white),2013-09-15,43.75,50.4,False
Lodwar (Turkana),Maize (white),2013-09-15,71.88,87.8,True
Nairobi,Bread,2013-09-15,120.0,115.0,False
Mandera,Maize (white),2013-09-15,67.0,76.0,True
Kitui,Beans (dry),2013-09-15,78.0,74.0,False
Kitui,Maize (white),2013-09-15,34.0,33.0,False
Nairobi,Bread,2013-10-15,125.0,120.0,False
Kitui,Maize (white),2013-10-15,37.0,34.0,False
Marsabit,Maize (white),2013-10-15,52.38,43.75,True
Kitui,Beans (dry),2013-10-15,77.0,78.0,False
Lodwar (Turkana),Maize (white),2013-10-15,74.17,71.88,False
Mandera,Maize (white),2013-10-15,69.0,67.0,False
Lodwar (Turkana),Maize (white),2013-11-15,74.58,74.17,False
Marsabit,Maize (white),2013-11-15,55.34,52.38,False
Kitui,Beans (dry),2013-11-15,78.0,77.0,False
Kitui,Maize (white),2013-11-15,38.0,37.0,False
Mandera,Maize (white),2013-11-15,67.0,69.0,False
Nairobi,Bread,2013-11-15,125.0,125.0,False
Kitui,Maize (white),2013-12-15,38.0,38.0,False
Marsabit,Maize (white),2013-12-15,56.77,55.34,False
Mandera,Maize (white),2013-12-15,64.0,67.0,False
Nairobi,Bread,2013-12-15,117.5,125.0,True
Kitui,Beans (dry),2013-12-15,73.0,78.0,False
Marsabit,Maize (white),2014-01-15,53.36,56.77,False
Kitui,Maize (white),2014-01-15,37.0,38.0,False
Lodwar (Turkana),Maize (white),2014-01-15,84.0,74.58,False
Nairobi,Bread,2014-01-15,123.75,117.5,False
Kitui,Beans (dry),2014-01-15,74.0,73.0,False
Kitui,Beans (dry),2014-02-15,78.75,74.0,False
Kitui,Maize (white),2014-02-15,35.0,37.0,False
Mandera,Maize (white),2014-02-15,57.0,64.0,False
Marsabit,Maize (white),2014-02-15,50.96,53.36,False
Nairobi,Bread,2014-02-15,120.82499999999999,123.75,False
Lodwar (Turkana),Maize (white),2014-02-15,78.05,84.0,False
Marsabit,Maize (white),2014-03-15,48.16,50.96,False
Nairobi,Bread,2014-03-15,119.375,120.82499999999999,False
Mandera,Maize (white),2014-03-15,57.0,57.0,False
Kitui,Beans (dry),2014-03-15,79.0,78.75,False
Kitui,Maize (white),2014-03-15,36.0,35.0,False
Lodwar (Turkana),Maize (white),2014-04-15,70.1,78.05,False
Kitui,Maize (white),2014-04-15,36.0,36.0,False
Nairobi,Bread,2014-04-15,112.5,119.375,False
Marsabit,Maize (white),2014-04-15,44.7,48.16,False
Kitui,Beans (dry),2014-04-15,80.0,79.0,False
Kitui,Maize (white),2014-05-15,37.0,36.0,False
Nairobi,Bread,2014-05-15,121.875,112.5,True
Mandera,Maize (white),2014-05-15,56.0,57.0,False
Marsabit,Maize (white),2014-05-15,46.67,44.7,False
Kitui,Beans (dry),2014-05-15,81.0,80.0,False
Kitui,Maize (white),2014-06-15,38.0,37.0,False
Lodwar (Turkana),Maize (white),2014-06-15,81.83,70.1,True
Kitui,Beans (dry),2014-06-15,81.0,81.0,False
Nairobi,Bread,2014-06-15,117.2,121.875,False
Mandera,Maize (white),2014-06-15,57.0,56.0,False
Marsabit,Maize (white),2014-06-15,51.5,46.67,False
Kitui,Beans (dry),2014-07-15,77.0,81.0,False
Nairobi,Bread,2014-07-15,112.5,117.2,False
Mandera,Maize (white),2014-07-15,59.0,57.0,False
Kitui,Maize (white),2014-07-15,39.0,38.0,False
Marsabit,Maize (white),2014-07-15,49.6,51.5,False
Marsabit,Maize (white),2014-08-15,53.6,49.6,False
Mandera,Maize (white),2014-08-15,61.0,59.0,False
Nairobi,Bread,2014-08-15,110.0,112.5,False
Kitui,Beans (dry),2014-08-15,75.0,77.0,False
Kitui,Maize (white),2014-08-15,36.0,39.0,False
Marsabit,Maize (white),2014-09-15,49.1,53.6,False
Kitui,Maize (white),2014-09-15,34.0,36.0,False
Nairobi,Bread,2014-09-15,117.5,110.0,True
Mandera,Maize (white),2014-09-15,63.0,61.0,False
Kitui,Beans (dry),2014-09-15,72.5,75.0,False
Marsabit,Maize (white),2014-10-15,51.2,49.1,False
Nairobi,Bread,2014-10-15,125.0,117.5,False
Kitui,Beans (dry),2014-10-15,72.5,72.5,False
Kitui,Maize (white),2014-10-15,32.0,34.0,False
Mandera,Maize (white),2014-10-15,66.0,63.0,False
Kitui,Maize (white),2014-11-15,32.0,32.0,False
Marsabit,Maize (white),2014-11-15,50.7,51.2,False
Nairobi,Bread,2014-11-15,125.0,125.0,False
Kitui,Beans (dry),2014-11-15,76.0,72.5,False
Mandera,Maize (white),2014-11-15,64.0,66.0,False
Kitui,Beans (dry),2014-12-15,66.0,76.0,False
Kitui,Maize (white),2014-12-15,30.0,32.0,False
Mandera,Maize (white),2014-12-15,60.0,64.0,False
Marsabit,Maize (white),2014-12-15,48.8,50.7,False
Nairobi,Bread,2014-12-15,125.0,125.0,False
Lodwar (Turkana),Maize (white),2014-12-15,79.0,81.83,False
Marsabit,Maize (white),2015-01-15,48.9,48.8,False
Kilifi,Maize (white),2015-01-15,33.9,,False
Nairobi,Bread,2015-01-15,120.0,125.0,False
Kilifi,Beans (dry),2015-01-15,83.1,,False
Kajiado,Maize (white),2015-01-15,41.1,,False
Marigat (Baringo),Beans (dry),2015-01-15,104.0,,False
Marigat (Baringo),Maize (white),2015-01-15,42.0,,False
Kajiado,Beans (dry),2015-01-15,87.3,,False
Kitui,Beans (dry),2015-01-15,69.0,66.0,False
Hola (Tana River),Maize (white),2015-01-15,35.0,,False
Lodwar (Turkana),Maize (white),2015-01-15,82.0,79.0,False
Mandera,Maize (white),2015-01-15,66.0,60.0,False
Kitui,Maize (white),2015-01-15,29.0,30.0,False
Marsabit,Maize (white),2015-02-15,52.1,48.9,False
Hola (Tana River),Maize (white),2015-02-15,35.0,35.0,False
Lodwar (Turkana),Maize (white),2015-02-15,74.0,82.0,False
Kitui,Beans (dry),2015-02-15,71.0,69.0,False
Kajiado,Beans (dry),2015-02-15,81.9,87.3,False
Kitui,Maize (white),2015-02-15,29.0,29.0,False
Nairobi,Bread,2015-02-15,120.0,120.0,False
Kilifi,Maize (white),2015-02-15,37.5,33.9,False
Kilifi,Beans (dry),2015-02-15,87.4,83.1,False
Kajiado,Maize (white),2015-02-15,40.2,41.1,False
Mandera,Maize (white),2015-02-15,66.0,66.0,False
Marigat (Baringo),Maize (white),2015-02-15,47.0,42.0,False
Marigat (Baringo),Beans (dry),2015-02-15,107.0,104.0,False
Kilifi,Maize (white),2015-03-15,37.7,37.5,False
Kajiado,Maize (white),2015-03-15,41.5,40.2,False
Kitui,Maize (white),2015-03-15,30.0,29.0,False
Lodwar (Turkana),Maize (white),2015-03-15,70.0,74.0,False
Marigat (Baringo),Maize (white),2015-03-15,38.0,47.0,False
Marigat (Baringo),Beans (dry),2015-03-15,112.0,107.0,False
Mandera,Maize (white),2015-03-15,68.0,66.0,False
Marsabit,Maize (white),2015-03-15,49.4,52.1,False
Kilifi,Beans (dry),2015-03-15,86.1,87.4,False
Nairobi,Bread,2015-03-15,125.0,120.0,False
Hola (Tana River),Maize (white),2015-03-15,31.0,35.0,False
Kajiado,Beans (dry),2015-03-15,82.2,81.9,False
Kitui,Beans (dry),2015-03-15,75.0,71.0,False
Kitui,Maize (white),2015-04-15,33.0,30.0,False
Marigat (Baringo),Maize (white),2015-04-15,42.0,38.0,False
Nairobi,Bread,2015-04-15,125.0,125.0,False
Mandera,Maize (white),2015-04-15,68.0,68.0,False
Marigat (Baringo),Beans (dry),2015-04-15,105.0,112.0,False
Kajiado,Maize (white),2015-04-15,41.0,41.5,False
Marsabit,Maize (white),2015-04-15,48.4,49.4,False
Hola (Tana River),Maize (white),2015-04-15,31.0,31.0,False
Kitui,Beans (dry),2015-04-15,86.0,75.0,False
Kilifi,Maize (white),2015-04-15,37.0,37.7,False
Kilifi,Beans (dry),2015-04-15,88.9,86.1,False
Kajiado,Beans (dry),2015-04-15,85.0,82.2,False
Lodwar (Turkana),Maize (white),2015-04-15,78.0,70.0,False
Nairobi,Bread,2015-05-15,125.0,125.0,False
Kitui,Beans (dry),2015-05-15,90.0,86.0,False
Kitui,Maize (white),2015-05-15,37.0,33.0,False
Kajiado,Beans (dry),2015-05-15,90.0,85.0,False
Marigat (Baringo),Maize (white),2015-05-15,45.0,42.0,False
Hola (Tana River),Maize (white),2015-05-15,38.0,31.0,False
Mandera,Maize (white),2015-05-15,65.0,68.0,False
Garissa,Maize (white),2015-05-15,60.0,,False
Kilifi,Maize (white),2015-05-15,36.0,37.0,False
Marigat (Baringo),Beans (dry),2015-05-15,106.0,105.0,False
Kajiado,Maize (white),2015-05-15,44.0,41.0,False
Kilifi,Beans (dry),2015-05-15,93.0,88.9,False
Marsabit,Maize (white),2015-05-15,48.8,48.4,False
Kajiado,Beans (dry),2015-06-15,95.0,90.0,False
Marsabit,Maize (white),2015-06-15,49.2,48.8,False
Kilifi,Maize (white),2015-06-15,36.0,36.0,False
Kajiado,Maize (white),2015-06-15,50.0,44.0,False
Mandera,Maize (white),2015-06-15,65.0,65.0,False
Marigat (Baringo),Beans (dry),2015-06-15,113.0,106.0,False
Kilifi,Beans (dry),2015-06-15,95.0,93.0,False
Lodwar (Turkana),Maize (white),2015-06-15,73.0,78.0,False
Nairobi,Bread,2015-06-15,125.0,125.0,False
Kitui,Beans (dry),2015-06-15,91.0,90.0,False
Marigat (Baringo),Maize (white),2015-06-15,45.0,45.0,False
Kitui,Maize (white),2015-06-15,35.0,37.0,False
Hola (Tana River),Maize (white),2015-06-15,36.0,38.0,False
Kitui,Maize (white),2015-07-15,37.0,35.0,False
Hola (Tana River),Maize (white),2015-07-15,42.0,36.0,False
Mandera,Maize (white),2015-07-15,67.0,65.0,False
Kajiado,Maize (white),2015-07-15,50.0,50.0,False
Lodwar (Turkana),Maize (white),2015-07-15,75.0,73.0,False
Kilifi,Maize (white),2015-07-15,34.0,36.0,False
Marigat (Baringo),Beans (dry),2015-07-15,105.0,113.0,False
Marsabit,Maize (white),2015-07-15,51.3,49.2,False
Marigat (Baringo),Maize (white),2015-07-15,44.0,45.0,False
Nairobi,Bread,2015-07-15,125.0,125.0,False
Kilifi,Beans (dry),2015-07-15,96.0,95.0,False
Kajiado,Beans (dry),2015-07-15,96.0,95.0,False
Kitui,Beans (dry),2015-07-15,79.0,91.0,False
Kilifi,Maize (white),2015-08-15,35.0,34.0,False
Mandera,Maize (white),2015-08-15,68.0,67.0,False
Lodwar (Turkana),Maize (white),2015-08-15,82.0,75.0,False
Kajiado,Maize (white),2015-08-15,46.0,50.0,False
Kajiado,Beans (dry),2015-08-15,91.0,96.0,False
Nairobi,Bread,2015-08-15,125.0,125.0,False
Marigat (Baringo),Beans (dry),2015-08-15,102.0,105.0,False
Kitui,Maize (white),2015-08-15,36.0,37.0,False
Kitui,Beans (dry),2015-08-15,78.0,79.0,False
Hola (Tana River),Maize (white),2015-08-15,41.0,42.0,False
Kilifi,Beans (dry),2015-08-15,96.0,96.0,False
Marsabit,Maize (white),2015-08-15,50.3,51.3,False
Marigat (Baringo),Maize (white),2015-08-15,46.0,44.0,False
Kilifi,Beans (dry),2015-09-15,91.0,96.0,True
Marigat (Baringo),Beans (dry),2015-09-15,102.0,102.0,False
Kitui,Beans (dry),2015-09-15,74.0,78.0,False
Kilifi,Maize (white),2015-09-15,35.0,35.0,False
Hola (Tana River),Maize (white),2015-09-15,39.25,41.0,False
Kitui,Maize (white),2015-09-15,33.0,36.0,False
Nairobi,Bread,2015-09-15,125.0,125.0,False
Mandera,Maize (white),2015-09-15,65.0,68.0,False
Kajiado,Beans (dry),2015-09-15,94.0,91.0,False
Marigat (Baringo),Maize (white),2015-09-15,44.0,46.0,False
Marsabit,Maize (white),2015-09-15,51.4,50.3,False
Kajiado,Maize (white),2015-09-15,48.0,46.0,False
Garissa,Maize (white),2015-09-15,50.0,60.0,False
Marigat (Baringo),Beans (dry),2015-10-15,103.0,102.0,False
Mandera,Maize (white),2015-10-15,65.0,65.0,False
Garissa,Maize (white),2015-10-15,50.0,50.0,False
Marigat (Baringo),Maize (white),2015-10-15,37.0,44.0,False
Kitui,Beans (dry),2015-10-15,79.0,74.0,False
Kilifi,Beans (dry),2015-10-15,87.0,91.0,False
Marsabit,Maize (white),2015-10-15,51.6,51.4,False
Nairobi,Bread,2015-10-15,125.0,125.0,False
Kilifi,Maize (white),2015-10-15,38.0,35.0,False
Kajiado,Beans (dry),2015-10-15,96.0,94.0,False
Hola (Tana River),Maize (white),2015-10-15,31.25,39.25,True
Kitui,Maize (white),2015-10-15,34.0,33.0,False
Kajiado,Maize (white),2015-10-15,50.0,48.0,False
Kitui,Maize (white),2015-11-15,33.0,34.0,False
Hola (Tana River),Maize (white),2015-11-15,44.47,31.25,True
Kajiado,Maize (white),2015-11-15,51.25,50.0,False
Garissa,Maize (white),2015-11-15,50.0,50.0,False
Kitui,Beans (dry),2015-11-15,78.0,79.0,False
Nairobi,Bread,2015-11-15,125.0,125.0,False
Marigat (Baringo),Maize (white),2015-11-15,39.0,37.0,False
Kajiado,Beans (dry),2015-11-15,96.67,96.0,False
Kilifi,Maize (white),2015-11-15,37.0,38.0,False
Kilifi,Beans (dry),2015-11-15,88.0,87.0,False
Mandera,Maize (white),2015-11-15,66.0,65.0,False
Marigat (Baringo),Beans (dry),2015-11-15,94.0,103.0,False
Garissa,Maize (white),2015-12-15,50.0,50.0,False
Kitui,Maize (white),2015-12-15,33.0,33.0,False
Marigat (Baringo),Beans (dry),2015-12-15,101.0,94.0,False
Kilifi,Maize (white),2015-12-15,37.0,37.0,False
Mandera,Maize (white),2015-12-15,65.0,66.0,False
Marigat (Baringo),Maize (white),2015-12-15,41.0,39.0,False
Marsabit,Maize (white),2015-12-15,51.2,51.6,False
Kajiado,Beans (dry),2015-12-15,91.07,96.67,False
Kajiado,Maize (white),2015-12-15,48.33,51.25,False
Kilifi,Beans (dry),2015-12-15,88.0,88.0,False
Kitui,Beans (dry),2015-12-15,77.0,78.0,False
Nairobi,Bread,2015-12-15,125.0,125.0,False
Nairobi,Bread,2016-01-15,125.0,125.0,False
Hola (Tana River),Maize (white),2016-01-15,39.17,44.47,False
Garissa,Maize (white),2016-01-15,50.0,50.0,False
Kitui,Maize (white),2016-01-15,31.0,33.0,False
Kilifi,Beans (dry),2016-01-15,90.0,88.0,False
Kajiado,Maize (white),2016-01-15,48.0,48.33,False
Lodwar (Turkana),Maize (white),2016-01-15,81.0,82.0,False
Marigat (Baringo),Beans (dry),2016-01-15,108.0,101.0,False
Mandera,Maize (white),2016-01-15,60.0,65.0,False
Marsabit,Maize (white),2016-01-15,48.0,51.2,False
Kilifi,Maize (white),2016-01-15,38.0,37.0,False
Kajiado,Beans (dry),2016-01-15,73.0,91.07,True
Marigat (Baringo),Maize (white),2016-01-15,41.0,41.0,False
Kitui,Beans (dry),2016-01-15,73.0,77.0,False
Lodwar (Turkana),Maize (white),2016-02-15,75.0,81.0,False
Kajiado,Maize (white),2016-02-15,47.5,48.0,False
Kitui,Maize (white),2016-02-15,31.0,31.0,False
Garissa,Maize (white),2016-02-15,50.0,50.0,False
Kitui,Beans (dry),2016-02-15,74.0,73.0,False
Kilifi,Maize (white),2016-02-15,39.0,38.0,False
Marigat (Baringo),Beans (dry),2016-02-15,97.0,108.0,False
Marsabit,Maize (white),2016-02-15,47.3,48.0,False
Marigat (Baringo),Maize (white),2016-02-15,39.0,41.0,False
Kilifi,Beans (dry),2016-02-15,87.0,90.0,False
Kajiado,Beans (dry),2016-02-15,73.0,73.0,False
Hola (Tana River),Maize (white),2016-02-15,39.38,39.17,False
Nairobi,Bread,2016-02-15,130.0,125.0,False
Kitui,Beans (dry),2016-03-15,72.0,74.0,False
Kajiado,Maize (white),2016-03-15,48.33,47.5,False
Marsabit,Maize (white),2016-03-15,47.7,47.3,False
Kajiado,Beans (dry),2016-03-15,79.17,73.0,False
Nairobi,Bread,2016-03-15,125.0,130.0,False
Kitui,Maize (white),2016-03-15,29.0,31.0,False
Kilifi,Maize (white),2016-03-15,39.0,39.0,False
Mandera,Maize (white),2016-03-15,62.0,60.0,False
Marigat (Baringo),Beans (dry),2016-03-15,96.0,97.0,False
Lodwar (Turkana),Maize (white),2016-03-15,76.0,75.0,False
Hola (Tana River),Maize (white),2016-03-15,38.35,39.38,False
Marigat (Baringo),Maize (white),2016-03-15,40.0,39.0,False
Kilifi,Beans (dry),2016-03-15,84.0,87.0,False
Kitui,Maize (white),2016-04-15,29.0,29.0,False
Kitui,Beans (dry),2016-04-15,71.0,72.0,False
Kitui,Beans (dry),2016-05-15,72.0,71.0,False
Marsabit,Maize (white),2016-05-15,43.0,47.7,False
Kilifi,Maize (white),2016-05-15,38.0,39.0,False
Kajiado,Maize (white),2016-05-15,47.0,48.33,False
Kilifi,Beans (dry),2016-05-15,86.0,84.0,False
Marigat (Baringo),Beans (dry),2016-05-15,97.0,96.0,False
Marigat (Baringo),Maize (white),2016-05-15,43.0,40.0,False
Hola (Tana River),Maize (white),2016-05-15,41.67,38.35,False
Kitui,Maize (white),2016-05-15,28.0,29.0,False
Nairobi,Bread,2016-05-15,120.0,125.0,False
Kajiado,Beans (dry),2016-05-15,83.0,79.17,False
Kajiado,Beans (dry),2016-06-15,80.0,83.0,False
Kilifi,Maize (white),2016-06-15,44.0,38.0,True
Marigat (Baringo),Maize (white),2016-06-15,39.0,43.0,False
Hola (Tana River),Maize (white),2016-06-15,41.7,41.67,False
Kitui,Maize (white),2016-06-15,28.0,28.0,False
Lodwar (Turkana),Maize (white),2016-06-15,75.0,76.0,False
Kitui,Beans (dry),2016-06-15,73.0,72.0,False
Marigat (Baringo),Beans (dry),2016-06-15,90.0,97.0,False
Kilifi,Beans (dry),2016-06-15,83.0,86.0,False
Marsabit,Maize (white),2016-06-15,43.9,43.0,False
Kajiado,Maize (white),2016-06-15,45.0,47.0,False
Nairobi,Bread,2016-06-15,120.0,120.0,False
Kajiado,Maize (white),2016-07-15,44.0,45.0,False
Kilifi,Maize (white),2016-07-15,40.0,44.0,False
Marsabit,Maize (white),2016-07-15,42.4,43.9,False
Kilifi,Beans (dry),2016-07-15,89.0,83.0,True
Garissa,Maize (white),2016-07-15,50.0,50.0,False
Kajiado,Beans (dry),2016-07-15,80.0,80.0,False
Marigat (Baringo),Maize (white),2016-07-15,41.0,39.0,False
Nairobi,Bread,2016-07-15,125.0,120.0,False
Marigat (Baringo),Beans (dry),2016-07-15,103.0,90.0,True
Hola (Tana River),Maize (white),2016-07-15,49.54,41.7,False
Kitui,Maize (white),2016-07-15,31.0,28.0,False
Mandera,Maize (white),2016-07-15,66.0,62.0,False
Kitui,Beans (dry),2016-07-15,75.0,73.0,False
Nairobi,Bread,2016-08-15,125.0,125.0,False
Garissa,Maize (white),2016-08-15,50.0,50.0,False
Kajiado,Beans (dry),2016-08-15,83.0,80.0,False
Marigat (Baringo),Beans (dry),2016-08-15,94.0,103.0,False
Mandera,Maize (white),2016-08-15,64.0,66.0,False
Marsabit,Maize (white),2016-08-15,42.7,42.4,False
Marigat (Baringo),Maize (white),2016-08-15,41.0,41.0,False
Hola (Tana River),Maize (white),2016-08-15,53.45,49.54,False
Kajiado,Maize (white),2016-08-15,44.0,44.0,False
Kilifi,Maize (white),2016-08-15,39.0,40.0,False
Kitui,Beans (dry),2016-08-15,78.0,75.0,False
Kilifi,Beans (dry),2016-08-15,88.0,89.0,False
Lodwar (Turkana),Maize (white),2016-08-15,69.0,75.0,False
Kitui,Maize (white),2016-08-15,33.0,31.0,False
Hola (Tana River),Maize (white),2016-09-15,54.0,53.45,False
Kilifi,Beans (dry),2016-09-15,88.0,88.0,False
Marsabit,Maize (white),2016-09-15,43.3,42.7,False
Marigat (Baringo),Maize (white),2016-09-15,37.0,41.0,False
Garissa,Maize (white),2016-09-15,50.0,50.0,False
Kitui,Beans (dry),2016-09-15,73.0,78.0,False
Kitui,Maize (white),2016-09-15,34.0,33.0,False
Kajiado,Maize (white),2016-09-15,43.0,44.0,False
Nairobi,Bread,2016-09-15,115.0,125.0,True
Kilifi,Maize (white),2016-09-15,42.0,39.0,False
Lodwar (Turkana),Maize (white),2016-09-15,71.0,69.0,False
Kajiado,Beans (dry),2016-09-15,87.0,83.0,False
Marigat (Baringo),Beans (dry),2016-09-15,90.0,94.0,False
Mandera,Maize (white),2016-09-15,46.6,64.0,True
Mandera,Maize (white),2016-10-15,63.0,46.6,True
Kajiado,Maize (white),2016-10-15,46.0,43.0,False
Garissa,Maize (white),2016-10-15,55.0,50.0,False
Marigat (Baringo),Maize (white),2016-10-15,43.0,37.0,False
Marsabit,Maize (white),2016-10-15,46.5,43.3,False
Kitui,Beans (dry),2016-10-15,77.5,73.0,False
Marigat (Baringo),Beans (dry),2016-10-15,98.0,90.0,False
Hola (Tana River),Maize (white),2016-10-15,58.0,54.0,False
Kilifi,Maize (white),2016-10-15,42.0,42.0,False
Lodwar (Turkana),Maize (white),2016-10-15,73.0,71.0,False
Kilifi,Beans (dry),2016-10-15,92.0,88.0,False
Kajiado,Beans (dry),2016-10-15,92.0,87.0,False
Kitui,Maize (white),2016-10-15,34.0,34.0,False
Nairobi,Bread,2016-10-15,112.5,115.0,False
Marigat (Baringo),Maize (white),2016-11-15,48.0,43.0,False
Marsabit,Maize (white),2016-11-15,45.8,46.5,False
Kitui,Beans (dry),2016-11-15,77.5,77.5,False
Kilifi,Maize (white),2016-11-15,42.0,42.0,False
Kilifi,Beans (dry),2016-11-15,92.0,92.0,False
Lodwar (Turkana),Maize (white),2016-11-15,74.0,73.0,False
Garissa,Maize (white),2016-11-15,55.0,55.0,False
Kajiado,Beans (dry),2016-11-15,94.0,92.0,False
Nairobi,Bread,2016-11-15,112.5,112.5,False
Marigat (Baringo),Beans (dry),2016-11-15,123.0,98.0,True
Kitui,Maize (white),2016-11-15,35.0,34.0,False
Hola (Tana River),Maize (white),2016-11-15,50.0,58.0,False
Mandera,Maize (white),2016-11-15,65.0,63.0,False
Kajiado,Maize (white),2016-11-15,48.0,46.0,False
Garissa,Maize (white),2016-12-15,55.0,55.0,False
Marsabit,Maize (white),2016-12-15,45.5,45.8,False
Marigat (Baringo),Maize (white),2016-12-15,48.0,48.0,False
Lodwar (Turkana),Maize (white),2016-12-15,77.0,74.0,False
Kilifi,Maize (white),2016-12-15,43.0,42.0,False
Kitui,Maize (white),2016-12-15,35.0,35.0,False
Kilifi,Beans (dry),2016-12-15,96.0,92.0,False
Nairobi,Bread,2016-12-15,112.5,112.5,False
Kajiado,Maize (white),2016-12-15,48.0,48.0,False
Marigat (Baringo),Beans (dry),2016-12-15,106.0,123.0,False
Kitui,Beans (dry),2016-12-15,76.5,77.5,False
Kajiado,Beans (dry),2016-12-15,94.0,94.0,False
Mandera,Maize (white),2016-12-15,66.0,65.0,False
Kitui,Maize (white),2017-01-15,38.0,35.0,False
Nairobi,Bread,2017-01-15,125.0,112.5,True
Marigat (Baringo),Beans (dry),2017-01-15,108.0,106.0,False
Marigat (Baringo),Maize (white),2017-01-15,55.0,48.0,False
Kajiado,Beans (dry),2017-01-15,91.0,94.0,False
Kilifi,Maize (white),2017-01-15,40.0,43.0,False
Lodwar (Turkana),Maize (white),2017-01-15,87.0,77.0,False
Kitui,Beans (dry),2017-01-15,79.0,76.5,False
Hola (Tana River),Maize (white),2017-01-15,53.2,50.0,False
Kajiado,Maize (white),2017-01-15,48.0,48.0,False
Mandera,Maize (white),2017-01-15,66.0,66.0,False
Marsabit,Maize (white),2017-01-15,46.7,45.5,False
Kilifi,Beans (dry),2017-01-15,98.0,96.0,False
Marsabit,Maize (white),2017-02-15,47.0,46.7,False
Hola (Tana River),Maize (white),2017-02-15,54.5,53.2,False
Lodwar (Turkana),Maize (white),2017-02-15,82.0,87.0,False
Kilifi,Beans (dry),2017-02-15,100.0,98.0,False
Marigat (Baringo),Maize (white),2017-02-15,52.0,55.0,False
Kajiado,Beans (dry),2017-02-15,97.0,91.0,False
Kitui,Beans (dry),2017-02-15,86.0,79.0,False
Kitui,Maize (white),2017-02-15,48.0,38.0,True
Kajiado,Maize (white),2017-02-15,52.0,48.0,False
Nairobi,Bread,2017-02-15,125.0,125.0,False
Marigat (Baringo),Beans (dry),2017-02-15,112.0,108.0,False
Kilifi,Maize (white),2017-02-15,48.0,40.0,True
Kitui,Maize (white),2017-03-15,46.2,48.0,False
Hola (Tana River),Maize (white),2017-03-15,57.3,54.5,False
Marigat (Baringo),Beans (dry),2017-03-15,114.0,112.0,False
Kajiado,Beans (dry),2017-03-15,91.1,97.0,False
Kitui,Beans (dry),2017-03-15,91.2,86.0,False
Marsabit,Maize (white),2017-03-15,46.6,47.0,False
Lodwar (Turkana),Maize (white),2017-03-15,90.7,82.0,False
Kilifi,Beans (dry),2017-03-15,120.0,100.0,True
Kilifi,Maize (white),2017-03-15,58.0,48.0,True
Marigat (Baringo),Maize (white),2017-03-15,57.0,52.0,False
Kajiado,Maize (white),2017-03-15,54.4,52.0,False
Marsabit,Maize (white),2017-04-15,52.9,46.6,False
Marigat (Baringo),Beans (dry),2017-04-15,127.0,114.0,False
Kajiado,Beans (dry),2017-04-15,130.0,91.1,True
Kilifi,Maize (white),2017-04-15,60.0,58.0,False
Kilifi,Beans (dry),2017-04-15,117.3,120.0,False
